_num,_pageUrl,title,metadata,master_image,image_thumb,image_thumb/_source
451,http://collection-politicalgraphics.org/detail.php?module=objects&type=browse&id=1&term=Abortion%2FPro-Choice&page=1&kv=16533&record=16&module=objects,[Farm Worker Holding United Farm Workers Banner],ID Number: 17390 Maker: Santa Barbara Tenants Union Technique: silkscreen Date Made: circa 1979 Place Made: North America: United States; California Santa Barbara Measurements: 58.4 cm x 44.45 cm; 23 in x 17 1/2 in Main Subject: Housing Materials: paper (fiber product) Digitized: Y Full Text: Tenants Organize Fight Back Santa Barbara Tenants Union Acquisition Number: / Copyright Status: Copyright status unknown; may be protected by copyright law. Exhibition Annotation: Although rent control has been around since the early 1900s demand for it escalated in the 1970s in response to the inflation caused by the Viet Nam War and OPEC oil embargo. Wages did not keep up with rapidly rising rents and gentrification further reduced the supply of affordable housing. The height of tenant organizing took place during the late 1970s and rent control laws were enacted in over 170 cities mainly in the Northeast and California. The Santa Barbara Tenants Union (SBTU) was founded in 1978 and faculty and students from the nearby University of California campus provided experienced organizers. The SBTU organized tenants and tried to establish a rent control law in Santa Barbara comparable to other California cities notably Berkeley and Santa Monica. Although it lasted approximately ten years three unsuccessful electoral campaigns to vote-in rent control ultimately drained the organization of its human and financial resources. Both Spanish and English versions were produced during the organizationду»s early years.,http://collection-politicalgraphics.org/mxgis/?kv=42275&style=fullsize,http://collection-politicalgraphics.org/mxgis/?kv=42116&style=thumbnail,
566,http://collection-politicalgraphics.org/detail.php?module=objects&type=browse&id=1&term=Peace&page=1&kv=5888&record=6&module=objects,[Frida Kahlo],ID Number: 5403 Maker: Sharon Comming; Sharon Erspamer Technique: offset Date Made: 1977 Place Made: Country Unknown Measurements: 47 cm x 32 cm; 18 1/2 in x 12 5/8 in Main Subject: South Africa (Southern Africa) Materials: paper (fiber product); wrapped corners Digitized: Y Full Text: Remember Soweto? Yes. Acquisition Number: / Notes: In June 1976 several thousand school children in South Africa marched against a new policy requiring that Afrikaans become the medium of instruction instead of English. They protested that such a policy would deprive them of fluency in an international language. As the students marched from one school to another to gather more participants the police opened fire without any warning. (Movies such as Cry Freedom and Dry White Season have depicted the incident but with police giving repeated warnings to disperse; the directors have stated that they felt Americans and Europeans would simply not believe that the police fired on children without warning.) The resulting uprising lasted several months and workers joined the students in protests against the regime. It was finally put down by force with over 1000 killed. Many young people fled the country and joined the resistance in exile. 12 year old Hector Pieterson the youngest victim of the Soweto Massacre is memorialized in a now famous black and white photo by Sam Nzima showing a dying Pieterson being carried by a friend Mbuyisa Makhubo accompanied by Hector's sister Antoinette. Although not in this poster the photo appears in many posters. Copyright Status: Copyright status unknown; may be protected by copyright law.,http://collection-politicalgraphics.org/mxgis/?kv=5359&style=fullsize,http://collection-politicalgraphics.org/mxgis/?kv=5456&style=thumbnail,
978,http://collection-politicalgraphics.org/detail.php?module=objects&type=browse&id=1&term=Socialism+%26+Communism&page=1&kv=42418&record=23&module=objects,[Front Section of Mн©chicano Calendar],ID Number: 14328 Maker: Artist Unknown Technique: offset Date Made: 1924; 1963 Place Made: Germany Measurements: 20.32 cm x 29.21 cm; 8 in x 11 1/2 in Main Subject: Germany; World War II; Racism Materials: paper (fiber product) Digitized: Y Full Text: An die Deutschen Mн_tter! 72000 jн_dische Soldaten sind fur das Valterland auf dem Felde der Ehre gefallen Christliche und judische Helden haben gemeinsam gekн_mpft und ruhen gemeinsam in fremder Erde. 12000 Juden fielen im Kampf! Blindwн_tiger Parteihass macht vor den Grabern der Toten nicht Halt. Deutsche Frauen duldet nicht dass die judische Mutter in ihrem Schmerz verhн_hn wird Reichsbund jн_discher Frontsoldaten E.V. 11/27 Lindemann & Lн_decke Berun Acquisition Number: 2001-049 Translation: To the German Mothers! 120000 Jewish soldiers fell for the Fatherland on foreign soil. Christian and Jewish heroes fought together and slumber together [died] under foreign soil. 120000 Jews fell in battle. Blind party-driven hatred does not stop at the graves of the dead. German women do not tolerate how the pain of Jewish mothers is mocked. Association of Jewish Combat Soldiers (veterans). E.V. 11/27 Lindemann & Lн_decke Berun Notes: Reproduction of Berlin Germany poster from 1924. Poster 11/27 in Anschlн_ge: Deutsche Plakate als Dokumente der Zeit 1900 - 1960. Copyright Status: Public domain.,http://collection-politicalgraphics.org/mxgis/?kv=6597&style=fullsize,http://collection-politicalgraphics.org/mxgis/?kv=6469&style=thumbnail,
1013,http://collection-politicalgraphics.org/detail.php?module=objects&type=browse&id=1&term=African+Americans&page=1&kv=1714&record=23&module=objects,[Hasidic Superman],"ID Number: 245 Maker: Circle of Support Technique: offset Date Made: date unknown Place Made: New York Measurements: 74 cm x 45 cm; 29 1/8 in x 17 11/16 in Main Subject: Middle East Materials: glossy paper (fiber product) Digitized: Y Full Text: Iran Women in Revolt Circle of Support 3rd Floor 59-61 E. Fourth Street New York N.Y. 10003 Acquisition Number: 1989-001 Notes: Persian text on photo says ""freedom"" Copyright Status: Copyright status unknown; may be protected by copyright law.",http://collection-politicalgraphics.org/mxgis/?kv=51027&style=fullsize,http://collection-politicalgraphics.org/mxgis/?kv=50633&style=thumbnail,
1413,http://collection-politicalgraphics.org/detail.php?module=objects&type=browse&id=1&term=Housing&page=1&kv=1192&record=2&module=objects,[International Hotel],ID Number: 19681 Maker: Ernst Volland Technique: offset Date Made: 1976 Place Made: West Europe: Germany Measurements: 83.8 cm x 60.9 cm; 33 in x 24 in Main Subject: United States of America (North America) Materials: paper (fiber product) Digitized: Y Full Text: USA 200 Jahre Freiheit Und Gerechtigkeit (1776-1976) Entwurf: Ernst Volland Vertrieb: Volland Deidesheimerstr. 29 Tel. 030/ 822 15 68 /693 18 91 Posada Acquisition Number: 2000-125 Translation: USA 200 Years of Freedom and Justice (1776-1976) Notes: Based on: Calavera de la Catrina; Josн© Guadalupe Posada; Zinc etching 1913; Mexico Production Notes: *Masterpieces O/S C Copyright Status: Copyright status unknown; may be protected by copyright law. Exhibition Annotation: Based on: Calavera de la Catrina Josн© Guadalupe Posada Zinc etching 1913 Mexico Posadaду»s famous Calaveras or думliving skeletonsдуќ are used in many different artistic manifestations ranging from celebrating the Mexican Day of the Dead holiday to indicting injustice. In this poster the German activist and political cartoonist Ernst Volland combines two separate calaveras to depict a skeletal couple. The female is a famous Posada figure who has been used by many artists including Diego Rivera in his Alameda Park Mural in Mexico City. Expensively dressed the calaveras remind us that no matter how rich or powerful one is death comes to everyone. This poster derides Americaду»s claim to represent 200 years of freedom and human rights and Volland uses the calaveras to represent the results of U.S. foreign policy.,http://collection-politicalgraphics.org/mxgis/?kv=22993&style=fullsize,http://collection-politicalgraphics.org/mxgis/?kv=22993&style=thumbnail; http://collection-politicalgraphics.org/mxgis/?kv=22994&style=thumbnail,
967,http://collection-politicalgraphics.org/detail.php?module=objects&type=browse&id=1&term=Socialism+%26+Communism&page=1&kv=20437&record=11&module=objects,[JFK Tries to Calm Angry LBJ Back],ID Number: 24579 Maker: New American Movement (NAM); St. Louis TELOS Group Technique: offset Date Made: 1971-1982 Place Made: North America: United States; Missouri Measurements: 57 cm x 44.5 cm; 22 7/16 in x 17 1/2 in Main Subject: Political Organizations Materials: Paper (fiber product) Digitized: Y Full Text: Film and Revolution Series A film series that brings alive twentieth century popular struggles in several different countries - depicting the victories and defeats hopes and despair joys and anger thoughts and emotions of working people engaged in the process of rebelling against oppression and looking for ways to transform their lives Feb. 17 Adalen-31 (Widerberg) Sweden 24 Mexico: The Frozen Revolution (Gleyzer) Mexico Mar. 3 Joe Hill (Widerberg) U.S.A. 10 La Terra Trema (Visconti) Italy 224 Dreams & Nightmares (Osheroff & Klingman) Spain 31 Strike (Eisenstein) Russia Rebstock Auditorium Thursdays $1.25 donation 7:30 & 9:30 pm Sponsored by the New American Movement and St. Louis TELOS Group Acquisition Number: 1995-153 Copyright Status: Copyright status unknown; may be protected by copyright law.,http://collection-politicalgraphics.org/mxgis/?kv=36690&style=fullsize,http://collection-politicalgraphics.org/mxgis/?kv=36682&style=thumbnail,
151,http://collection-politicalgraphics.org/detail.php?module=objects&type=browse&id=1&term=Consumerism&page=1&kv=16709&record=7&module=objects,[Man with a Hammer],ID Number: 30720 Maker: Earl Newman Technique: silkscreen Date Made: 1962 Place Made: United States: California Venice Measurements: 88.2 cm x 58.6 cm; 35 in x 23 in Main Subject: Children Materials: paper (fiber product) Digitized: Y Full Text: [Man Raising Baby] [Artist Signature] Earl Newman Acquisition Number: / Copyright Status: Public domain.,http://collection-politicalgraphics.org/mxgis/?kv=31445&style=fullsize,http://collection-politicalgraphics.org/mxgis/?kv=31445&style=thumbnail; http://collection-politicalgraphics.org/mxgis/?kv=31446&style=thumbnail,
954,http://collection-politicalgraphics.org/detail.php?module=objects&type=browse&id=1&term=Prisons+%26+Prisoners&page=1&kv=12803&record=27&module=objects,[Man with Bicycle],ID Number: 11736 Technique: offset Date Made: 1986 Place Made: Libya Measurements: 69.85 cm x 50.165 cm; 27 1/2 in x 19 3/4 in Main Subject: Libya (Africa); Imperialism Materials: paper (fiber product) Digitized: Y Full Text: 15 April 86 Observe What Has Seminated The US Administration! Contemplez Ce Qu'A Seme L'Administration Americaine! USA Acquisition Number: 2000-082 Notes: Medium Format slide in *M-1 Copyright Status: Copyright status unknown; may be protected by copyright law.,http://collection-politicalgraphics.org/mxgis/?kv=6906&style=fullsize,http://collection-politicalgraphics.org/mxgis/?kv=6877&style=thumbnail,
1561,http://collection-politicalgraphics.org/detail.php?module=objects&type=browse&id=1&term=Education&page=1&kv=29031&record=22&module=objects,[Man with Guitar],ID Number: 14064 Maker: Dieter Gebhardt; Susanna Knapp Technique: offset Place Made: Germany: Stuttgart Measurements: 59.055 cm x 41.91 cm; 23 1/4 in x 16 1/2 in Main Subject: Germany (Europe); Religion Materials: paper (fiber product) Digitized: Y Full Text: Kirchen Helfen Kirchen Das Programm des Diakonischen Werkes zur Unterstн_tzung von Kirchen und Gemeinden in aller Welt [along side] Diakonisches Werk der EKD Postfach10 11 42 7000 Stuttgart 10 Papier chlorfrei gebleicht 91.11/CD; Gemн_lde: J. Ratgeb/Museum Boymans-van Beunigen; Drawing: Susanna Knapp/WCC Genf; Grafik: Dieter Gebhardt Acquisition Number: 2000-125 Translation: Help Churches Churches The program of the Social Service Agency of the support of churches and communities around the world [alongside] Social Service Agency of the EKD Postfach10 11 42 7000 Stuttgart 10 paper bleached without chlorine 91.11 / CD; Painting: J. Ratgeb / Boymans-van Beunigen; Drawing: Susanna Knapp / WCC Geneva; Graphics: Dieter Gebhardt Notes: Central picture from Ratgeb J.; Abendmahl; (1500-.1510) one of two last suppers he painted Copyright Status: Copyright status unknown; may be protected by copyright law.,http://collection-politicalgraphics.org/mxgis/?kv=22843&style=fullsize,http://collection-politicalgraphics.org/mxgis/?kv=22843&style=thumbnail; http://collection-politicalgraphics.org/mxgis/?kv=22844&style=thumbnail,
148,http://collection-politicalgraphics.org/detail.php?module=objects&type=browse&id=1&term=Consumerism&page=1&kv=16704&record=6&module=objects,[Mao as the Sun],ID Number: 18098 Maker: Su Negrin; Peter Hujar; Suzanne Bevier; Times Change Press Technique: offset Date Made: 1970 Place Made: North America: United States; New York New York Measurements: 55.8 cm x 43.2 cm; 21 15/16 in x 17 in Main Subject: Viet Nam War Era; Lesbian Gay Bisexual Transgender Queer (LGBTQ) Materials: paper (fiber product) Digitized: Y Full Text: Let Go Let Go Let Go Let Go Let Go Let Go Let Go Let Go Let Go Let Go Let Go Let Go Gay Liberation Gay TCP-7 Њ© 1970 Su Negrin [union bug] Graphic Design: Su Negrin Photograph: Peter Hujar Mandala: Suzanne Bevier Times Change Press 1023 Sixth Ave. N.Y.C. Acquisition Number: 1995-056 Copyright Status: Under copyright; used by CSPG for educational and research purposes only. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners.,http://collection-politicalgraphics.org/mxgis/?kv=31436&style=fullsize,http://collection-politicalgraphics.org/mxgis/?kv=31436&style=thumbnail; http://collection-politicalgraphics.org/mxgis/?kv=31437&style=thumbnail,
339,http://collection-politicalgraphics.org/detail.php?module=objects&type=browse&id=1&term=Poverty&page=1&kv=38913&record=14&module=objects,[Mumia Abu-Jamal],ID Number: 41523 Maker: Casa Portuguesa Lisboa Technique: offset Date Made: 1975 Place Made: Portugal Measurements: 98 cm x 69.6 cm; 38 9/16 in x 27 3/8 in Main Subject: Censorship; Portugal (Europe) Materials: paper (fiber product) Digitized: Y Full Text: Comicio contra a nova censura contra o controlo fascista e social-fascista da informaн_н_o Por um jornalismo ao serviн_o do povo (Eleiн_н_es para o sindicato dos jornalistas) immrc Casa Portuguesa - Lisboa Por um jornalismo ao serviн_o do povo Lista B Teatro Villaret Sexta / 8 Ago / 21h [Portuguese] Acquisition Number: 1995-056 Translation: Rally against the new fascist and social-fascist control on information For a journalism in the service of the people (Elections to the journalists' union) For journalism to serve the people List B Teatro Villaret Friday / Aug 8 / 21h Copyright Status: Copyright status unknown; may be protected by copyright law.,http://collection-politicalgraphics.org/mxgis/?kv=46483&style=fullsize,http://collection-politicalgraphics.org/mxgis/?kv=46283&style=thumbnail,
500,http://collection-politicalgraphics.org/detail.php?module=objects&type=browse&id=1&term=Immigration&page=1&kv=10015&record=11&module=objects,[Mushroom and Cloud],ID Number: 43748 Maker: Artist Unknown Technique: offset Date Made: circa 1968 Place Made: Country Unknown Measurements: 89 cm x 57.25 cm; 35 1/16 in x 22 9/16 in Main Subject: Viet Nam War Era; Militarism Materials: paper (fiber product) Digitized: Y Full Text: Uncle Sam Wants You! Acquisition Number: 99-97 Copyright Status: Public domain.,http://collection-politicalgraphics.org/mxgis/?kv=13265&style=fullsize,http://collection-politicalgraphics.org/mxgis/?kv=13265&style=thumbnail; http://collection-politicalgraphics.org/mxgis/?kv=13266&style=thumbnail,
1090,http://collection-politicalgraphics.org/detail.php?module=objects&type=browse&id=1&term=Native+Americans&page=1&kv=26410&record=29&module=objects,[Nightstick Beating Man in Front of Chinese Flag],ID Number: 13650 Maker: Antifaschistische Aktion Technique: offset Date Made: 1993 Place Made: West Europe: Germany Measurements: 61.6 cm x 42.5 cm; 24 1/4 in x 16 3/4 in Main Subject: Germany (Europe); Fascism Materials: paper (fiber product) Digitized: Y Full Text: Antifaschistische Liste Antifaschistische Aktion Gemeinsam Gegen Faschimus Wн_hlt Liste 8 wн_hlt antifaschistische + wн_hlt Liste 8 Acquisition Number: 2000-125 Translation: Anti-fascist list. Anti-fascist internal message. Together against fascism. List 8 selects. anti-fascist selects + selects list 8 Copyright Status: Copyright status unknown; may be protected by copyright law.,http://collection-politicalgraphics.org/mxgis/?kv=6275&style=fullsize,http://collection-politicalgraphics.org/mxgis/?kv=6421&style=thumbnail,
